id,list_id,titre,prix,devise,ville,secteur,localisation,marque,modele,annee,kilometrage,carburant,boite_vitesses,puissance_fiscale,etat,origine,premiere_main,nombre_portes,equipements,vendeur,type_vendeur,telephone,date_publication,description,url
77029808,57576713,KIA Sportage,359000,DH,Casablanca,Autre secteur,"Casablanca, Autre secteur",Kia,Sportage,2023,60389,Diesel,Automatique,6 CV,,,,,,KIA OCCASION Casablanca,shop,0666921341,2026-05-24T10:52:24Z,"Sportage V - Ph1 - 1.6 CRDI GT Line DCT 136ch SOUS GARANTIE Kia Occasion propose un large choix de véhicules multimarques, expertisés et révisés. Avantages : ✔ Garantie ✔ Crédit gratuit 0% ✔ Test drive disponible ✔ Prise en charge des démarches administratives ✔ Un vaste choix de véhicules d'occasion, minutieusement sélectionnés 📍 Rendez-vous en showroom ou contactez-nous pour en savoir plus. Points de vente : 📍 KIA OCCASION CASABLANCA - ROCHES NOIRES : 180 Boulevard Moulay Ismail, Casablanca 📍 KIA OCCASION CASABLANCA BERNOUSSI : KM 10, 400 Route de Rabat, Ain Sebaâ, Casablanca 📍 KIA OCCASION MARRAKECH : Route de Casablanca Marrakech, Marrakech",https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/KIA_Sportage_57576713.htm
77083404,57626828,HYUNDAI Tucson,310000,DH,Casablanca,Autre secteur,"Casablanca, Autre secteur",Hyundai,Tucson,2024,59000,Diesel,Automatique,6 CV,,,,,,KIA OCCASION Casablanca,shop,0762298353,2026-05-24T10:52:37Z,"Tucson IV - Ph1 - 1.6 CRDi Luxe DCT 134ch SOUS GARANTIE Kia Occasion propose un large choix de véhicules multimarques, expertisés et révisés. Avantages : ✔ Garantie ✔ Crédit gratuit 0% ✔ Test drive disponible ✔ Prise en charge des démarches administratives ✔ Un vaste choix de véhicules d'occasion, minutieusement sélectionnés 📍 Rendez-vous en showroom ou contactez-nous pour en savoir plus. Points de vente : 📍 KIA OCCASION CASABLANCA - ROCHES NOIRES : 180 Boulevard Moulay Ismail, Casablanca 📍 KIA OCCASION CASABLANCA BERNOUSSI : KM 10, 400 Route de Rabat, Ain Sebaâ, Casablanca 📍 KIA OCCASION MARRAKECH : Route de Casablanca Marrakech, Marrakech",https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/HYUNDAI_Tucson_57626828.htm
77447422,57965654,Peugeot 308 Automatique 2022/11,225000,DH,Salé,Sala El Jadida,"Salé, Sala El Jadida",Peugeot,308,2022,78,Diesel,Automatique,6 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",AUTO DAHMANI,shop,0664144602,2026-05-24T10:56:02Z,Peugeot 308 Automatique Mod 2022/11 km 78k,https://www.avito.ma/fr/sala_el_jadida/voitures_d_occasion/Peugeot_308_Automatique_2022_11_57965654.htm
77447372,57965646,Audi A4 full option,300000,DH,Marrakech,Guéliz,"Marrakech, Guéliz",Audi,A4,2021,50000,Essence,Automatique,8 CV,Excellent,Pas encore dédouanée,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",fadhil ahmed,private,,2026-05-24T10:55:00Z,Disponible au mois de juillet véhicule en parfait état full option,https://www.avito.ma/fr/guéliz/voitures_d_occasion/Audi_A4_full_option_57965646.htm
77353909,57879602,Citroen C3 Essence 1.1L climatisée,57000,DH,Rabat,Autre secteur,"Rabat, Autre secteur",Citroën,C3,2006,216518,Essence,Manuelle,6 CV,Excellent,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",ZIAD,shop,0776027832,2026-05-24T10:56:13Z,Citroen C3 Essence 1.1L 6cv vignette 350 dh toutes options climatisation vitre électrique rétroviseur électrique limiteur de vitesse... Carrosserie jamais accidenté motorisation très faible consommation,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Citroen_C3_Essence_1_1L_climatisée_57879602.htm
77329474,57856865,Audi Q5 Diesel Automatique 2021 à Casablanca,409000,DH,Casablanca,Lissasfa,"Casablanca, Lissasfa",Audi,Q5,2021,99028,Diesel,Automatique,8 CV,Excellent,,,,,ALD Automotive - Ayvens,shop,0679891989,2026-05-24T10:56:02Z,"Vends Audi Q5 Diesel Automatique de 2021 en excellent état. - Kilométrage : 99 028 km - Marque : Audi - Modèle : Q5 - Année-Modèle : 2021 - Puissance fiscale : 8 CV - Carburant : Diesel - Boite de vitesses : Automatique - Localisation : Lissasfa, Casablanca le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter Une vente garantie et en toute transparence Contactez-nous pour plus d'informations.",https://www.avito.ma/fr/lissasfa/voitures_d_occasion/Audi_Q5_Diesel_Automatique_2021_à_Casablanca_57856865.htm
76563816,57155547,Renault KARDIAN 1ère main à vendre,177000,DH,El Jadida,Centre,"El Jadida, Centre",Renault,Kardian,2025,20000,Diesel,Manuelle,6 CV,Neuf,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Adil,private,0661603598,2026-05-24T10:56:08Z,"Je mets en vente Renault Kardian diesel mod 2025, 1ère main, direction assistée, airbag, 4 vitres électriques, volant multifonctions, clim, radar avant et arrière, caméra de recul, écran tactile, limiteur et régulateur de vitesse, commande vocale, jante aluminium, peinture originale, salon propre, moteur et carrosserie en très bon état.....",https://www.avito.ma/fr/centre/voitures_d_occasion/Renault_KARDIAN_1ère_main_à_vendre_57155547.htm
76365010,56982692,Dacia Duster Diesel BVA toutes options 2023 à Marrakech,218000,DH,Marrakech,Massira 2,"Marrakech, Massira 2",Dacia,Duster,2023,100000,Diesel,Automatique,6 CV,Très bon,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Med Taoufik,shop,0668137865,2026-05-24T10:55:25Z,"Joli Duster automatique toutes options avec climatisation digitale, régulateur limiteur de vitesse, 4 vitres électriques, rétroviseur électrique rabattable, caméra 360, radar de recul, angle mort, démarrage sans clé, jante en aluminium, LED ...",https://www.avito.ma/fr/massira_2/voitures_d_occasion/Dacia_Duster_Diesel_BVA_toutes_options_2023_à_Marrakech_56982692.htm
76919603,57475047,HYUNDAI SANTA FE TOUTES OPTIONS,105000,DH,Rabat,Yacoub El Mansour,"Rabat, Yacoub El Mansour",Hyundai,Santa Fe,2012,250000,Diesel,Automatique,9 CV,Très bon,WW au Maroc,Non,,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Abdou,private,0608533000,2026-05-24T10:55:41Z,BELLE VOITURE À VENDRE. TRÈS BON ÉTAT. JAMAIS ACCIDENTÉE. BOITE DE VITESSE AUTOMATIQUE. DÉMARRAGE START. OUVERTURE BASMA.,https://www.avito.ma/fr/yacoub_el_mansour/voitures_d_occasion/HYUNDAI_SANTA_FE_TOUTES_OPTIONS_57475047.htm
69138065,51792016,Skoda Kamiq 6cv essence auto 350dh Vignette M 2024,198000,DH,Casablanca,Bourgogne,"Casablanca, Bourgogne",Skoda,Kamiq,2024,72000,Essence,Automatique,6 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Najib,private,0633752594,2026-05-24T10:54:22Z,"Bonjour une Skoda Kamiq Plus essence automatique 6cv. Peinture d'origine, excellent état. 350dh Vignette particulier. Véhicule particulier, excellent état. WW Maroc. Modèle fin 2024. Avec Climatisation digitale bizone, assistée, vitres électriques, jantes aluminium. Chargeur sans fil. Voiture excellente état. Parking. LED du jour, xénon, bixenon. Voiture en excellent état. Full option, excellente état. Avec Vitres électriques, climatisation. Peinture parfait état original. Radar de recul. Voiture. Motorisation impeccable, puissante. Modèle. Régulateur limiteur de vitesse. Voiture très bon état. LED du jour,",https://www.avito.ma/fr/bourgogne/voitures_d_occasion/Skoda_Kamiq_6cv_essence_auto_350dh_Vignette_M_2024_51792016.htm
76380511,56996308,Hyundai Elantra Hybride 2023,,,Rabat,Agdal,"Rabat, Agdal",Hyundai,Elantra,2023,90000,Hybride,Automatique,9 CV,Très bon,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",AUTO DIWAN,shop,0661306967,2026-05-24T10:54:25Z,Auto Diwan met en vente une voiture Hyundai Elantra Hybride 2023 disponible à Salé el Jadida.,https://www.avito.ma/fr/agdal/voitures_d_occasion/Hyundai_Elantra_Hybride_2023_56996308.htm
77445268,57963340,Mercedes Classe E 220 Avantgarde,135000,DH,Casablanca,C.I.L,"Casablanca, C.I.L",Mercedes-Benz,Classe E,2009,120000,Diesel,Automatique,9 CV,Excellent,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques",Le Particulier,shop,0663400024,2026-05-24T10:54:38Z,Je mets en vente ma voiture Mercedes Classe E220 Avantgarde en excellent état. Moteur neuf. Sièges en cuir.,https://www.avito.ma/fr/c.i.l/voitures_d_occasion/Mercedes_Classe_E_220_Avantgarde_57963340.htm
76011343,56667309,Peugeot 308 OXYGO 1.6 HDi,87000,DH,Rabat,Aviation,"Rabat, Aviation",Peugeot,308,2009,200000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",ZIAD,shop,0776027832,2026-05-24T10:54:44Z,Peugeot 308 diesel 6cv 2009 version pleine options OXYGO climatiseur 4 vitres électriques rétroviseur électrique rabattable régulateur limiteur de vitesse allumage automatique des phares essuie-glace automatique carrosserie jamais accidentée motorisation puissante en très bon état avec une très faible consommation.,https://www.avito.ma/fr/aviation/voitures_d_occasion/Peugeot_308_OXYGO_1_6_HDi_56667309.htm
77447613,57965647,RENAULT MEGANE 4 88KM,174000,DH,Meknès,Zitoune,"Meknès, Zitoune",Renault,Megane,2019,88000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",acf,private,0787622160,2026-05-24T10:55:01Z,RENAULT MEGANE 4 DIESEL 88KM MODÈLE EXPLORER 2019. PREMIÈRE MAIN. CLIMATISATION. RÉGULATEUR ET LIMITEUR DE VITESSE. VITRES ÉLECTRIQUES AVANT ET ARRIÈRE. FEUX AUTOMATIQUES. DÉTECTEUR DE PLUIE. ABS. RÉTROVISEURS ÉLECTRIQUES. JANTES ALUMINIUM. VOLANT MULTIFONCTION. ÉCRAN. CAMÉRA DE RECUL. RADAR ARRIÈRE. RÉTROVISEURS ÉLECTRIQUES. JANTES ALUMINIUM.,https://www.avito.ma/fr/zitoune/voitures_d_occasion/RENAULT_MEGANE_4_88KM_57965647.htm
77447315,57965643,Volkswagen Golf 7 Diesel Automatique 2019,180000,DH,Casablanca,,Casablanca,Volkswagen,Golf 7,2019,110000,Diesel,Automatique,8 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",AMIR,private,0661823537,2026-05-24T10:54:37Z,"Très bonne occasion GOLF 7 Modèle 2019 1ère main 110000 km diesel boîte automatique, toit ouvrant siège cuir toute option.",https://www.avito.ma/fr/casablanca/voitures_d_occasion/Volkswagen_Golf_7_Diesel_Automatique_2019_57965643.htm
77163643,57703433,Audi A4 Diesel Automatique 2021 à Casablanca,299000,DH,Casablanca,Lissasfa,"Casablanca, Lissasfa",Audi,A4,2021,90124,Diesel,Automatique,8 CV,Excellent,,,,,ALD Automotive - Ayvens,shop,0679891989,2026-05-24T10:54:03Z,Je mets en vente une Audi A4 Diesel Automatique de 2021 en excellent état. - Kilométrage : 90124 km - Puissance fiscale : 8 CV - Boîte de vitesses : Automatique le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter Une vente garantie et en toute transparence Contactez-nous pour plus d'informations.,https://www.avito.ma/fr/lissasfa/voitures_d_occasion/Audi_A4_Diesel_Automatique_2021_à_Casablanca_57703433.htm
77377460,57901164,BMW X5 Diesel Automatique 2020 à Casablanca,420000,DH,Casablanca,,Casablanca,BMW,X5,2020,160000,Diesel,Automatique,8 CV,Excellent,WW au Maroc,Oui,5,,Jesus Jaen,private,0641400343,2026-05-24T10:54:51Z,"BMW X5 en excellent état, très bien entretenu, avec toutes les révisions effectuées régulièrement chez SMEIA. Véhicule propre, fiable et parfaitement suivi, aussi bien mécaniquement qu’esthétiquement. Très agréable à conduire, intérieur soigné et nombreuses options de confort. Aucun frais à prévoir. Je le vends uniquement parce que je bénéficie désormais d’un nouveau véhicule de fonction dans le cadre de mon nouveau poste professionnel. Prix intéressant au vu de l’état du véhicule. Plus d’informations et photos disponibles sur demande.",https://www.avito.ma/fr/casablanca/voitures_d_occasion/BMW_X5_Diesel_Automatique_2020_à_Casablanca_57901164.htm
77259042,57792156,Renault Clio Diesel Manuelle 2015 à Marrakech,106000,DH,Marrakech,Massira 2,"Marrakech, Massira 2",Renault,Clio,2015,175000,Diesel,Manuelle,6 CV,Très bon,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Med Taoufik,shop,0668137865,2026-05-24T10:54:15Z,"Je mets en vente une Renault Clio Diesel de 2015 en très bon état. - Kilométrage : 175 000 km - Jantes aluminium, airbags, climatisation, radar de recul - Vitres électriques, ABS, ESP, limiteur et régulateur de vitesse - CD/MP3/Bluetooth, ordinateur de bord, verrouillage centralisé à distance - 6 CV, boîte manuelle, 5 portes, WW au Maroc Contactez-moi pour plus d'informations.",https://www.avito.ma/fr/massira_2/voitures_d_occasion/Renault_Clio_Diesel_Manuelle_2015_à_Marrakech_57792156.htm
76729830,57302106,VOLKSWAGEN CADDY à Marrakech,,,Marrakech,Majorelle,"Marrakech, Majorelle",Volkswagen,Caddy,2015,200000,Diesel,Manuelle,6 CV,Très bon,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Auto Majorelle,shop,0678880268,2026-05-24T10:54:34Z,"Auto Majorelle met en vente une Volkswagen caddy première main, climatisé, très bien entretenue, entretien a jour, pour plus d'infos n'hésiter pas a nous contacter garantie offerte Possibilité de reprise",https://www.avito.ma/fr/majorelle/voitures_d_occasion/VOLKSWAGEN_CADDY_à_Marrakech_57302106.htm
77366560,57891183,Audi Q5 Diesel Automatique 2021 à Safi,,,Safi,,Safi,Audi,Q5,2021,94000,Diesel,Automatique,8 CV,Neuf,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Youness,shop,0662209299,2026-05-24T10:55:44Z,Audi Q5 Automatique première main 7/2021 modèle km 94000,https://www.avito.ma/fr/safi/voitures_d_occasion/Audi_Q5_Diesel_Automatique_2021_à_Safi_57891183.htm
77429579,57949635,Mini Cooper Automatique 2013 Excellent état,115000,DH,Rabat,Hay Riad,"Rabat, Hay Riad",Mini,Cooper,2013,87000,Essence,Automatique,8 CV,Excellent,WW au Maroc,Non,3,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Ismail,private,0668194555,2026-05-24T10:56:01Z,"Mini Cooper essence automatique modèle 2013 en excellent état général. Voiture très propre intérieur/extérieur, faible kilométrage. ✔️ Boîte automatique ✔️ Moteur essence économique et agréable ✔️ Climatisation automatique ✔️ Radar de recul ✔️ Jantes aluminium ✔️ Start & Stop ✔️ Vitres électriques ✔️ Bluetooth / CD / MP3 ✔️ Régulateur de vitesse ✔️ Double clé Entretien suivi, véhicule fiable et très agréable à conduire en ville comme sur route. Intérieur propre et élégant noir/beige. Disponible à Rabat. Prix légèrement négociable devant la voiture.",https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Mini_Cooper_Automatique_2013_Excellent_état_57949635.htm
76664991,57244560,Volkswagen Touareg 1ére main Full Option Fin 2024,,,Agadir,Haut-Founty,"Agadir, Haut-Founty",Volkswagen,Touareg,2024,38000,Diesel,Automatique,12 CV,Neuf,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Rachid,private,0657017566,2026-05-24T10:56:08Z,"Bonjour, je mets en vente ma voiture Volkswagen Touareg V6 Tdi 286cv Full Option, 1ère main, état comme neuve, peinture d'origine, les pneus neufs, boîte Tiptronique, sièges en cuir électriques à mémoire et chauffants, Distronique, portes ventouses, changement des couleurs, double toit panoramique noir, caméra 360 avec stationnement automatique, les rideaux arrière, coffre électrique, mains libres, grand écran DVD, GPS, Bluetooth, feux Matrix-xénon, jantes aluminium 21 pouces, volant multifonction... entretien à la maison.",https://www.avito.ma/fr/haut_founty/voitures_d_occasion/Volkswagen_Touareg_1ére_main_Full_Option_Fin_2024_57244560.htm
77309021,57838132,Audi Q5 Diesel Automatique 2018,320000,DH,Casablanca,Casablanca Finance City,"Casablanca, Casablanca Finance City",Audi,Q5,2018,146000,Diesel,Automatique,8 CV,Excellent,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques",yassine,private,0661757393,2026-05-24T10:54:12Z,Salam Très belle Audi Q5 état irréprochable...,https://www.avito.ma/fr/casablanca_finance_city/voitures_d_occasion/Audi_Q5_Diesel_Automatique_2018_57838132.htm
77165280,57704959,Renault Clio campus 1er main clim,87000,DH,Marrakech,Massira 2,"Marrakech, Massira 2",Renault,Clio,2012,25000,Essence,Manuelle,6 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Med Taoufik,shop,0668137865,2026-05-24T10:55:43Z,RARE: Clio campus 1er main 2 vitres clim très propre faible kilométrage (25000 km) plus d'infos contactez-moi,https://www.avito.ma/fr/massira_2/voitures_d_occasion/Renault_Clio_campus_1er_main_clim_57704959.htm
74995203,55825723,Alfa Roméo Mito Mazout modèle 2009 douane 2013,75000,DH,Agadir,Tilila,"Agadir, Tilila",Alfa Romeo,MiTo,2009,180000,Diesel,Manuelle,5 CV,Bon,Dédouanée,Non,3,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques",VOITURES TILILA,shop,0603514100,2026-05-24T10:51:17Z,"Alfa Roméo Mito Mazout modèle 2009 douane 2013, toutes les options possibles, représentation de qualité.",https://www.avito.ma/fr/tilila/voitures_d_occasion/Alfa_Roméo_Mito_Mazout_modèle_2009_douane_2013_55825723.htm
69533557,52030714,Porsche Macan,,,Casablanca,Maarif,"Casablanca, Maarif",Porsche,Macan,2022,100000,Essence,Automatique,11 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Flash auto,shop,0649280980,2026-05-24T10:51:39Z,Porsche Macan Modèle 2022 KLM 100000 Pour plus d’informations contactez-nous,https://www.avito.ma/fr/maarif/voitures_d_occasion/Porsche_Macan_52030714.htm
76394819,57008694,"NISSAN JUKE TEKNA, 1ère main femme, automatique.",185000,DH,Marrakech,Hivernage,"Marrakech, Hivernage",Nissan,Juke,2022,50000,Essence,Automatique,6 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Fouad,private,0664399655,2026-05-24T18:34:00Z,"Nissan Juke automatique de 2022 en excellent état, première main, femme. - Jantes aluminium - Airbags - Climatisation - Système de navigation GPS - Sièges cuir - Radar et caméra de recul - Vitres électriques - ABS ESP - Régulateur et limiteur de vitesse - Ordinateur de bord - Verrouillage centralisé à distance - Origine WW Maroc - 5 portes - Essence - 6 CV fiscaux Contactez-moi pour plus d'informations.",https://www.avito.ma/fr/hivernage/voitures_d_occasion/NISSAN_JUKE_TEKNA__1ère_main_femme__automatique__57008694.htm
76730855,57303134,Renault Megane 1.5 dCi 115 EDC RS Line,268000,DH,Casablanca,Ain Sebaa,"Casablanca, Ain Sebaa",Renault,Megane,2022,85833,Diesel,Automatique,6 CV,Très bon,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",otoclic casablanca,shop,0669312633,2026-05-24T10:51:49Z,"otoclic, meilleure adresse d’achat et vente des voitures et des véhicules d’occasion vous propose une voiture de première main en excellent état, mise en circulation en 2022, bien entretenue, affiche un faible kilométrage réel et dispose de la majorité des options de sa gamme. L'acheteur peut visiter et vérifier la voiture dans notre showroom otoclic en toute transparence et toute confiance. Les service otoclic sont Rachat de votre ancienne voiture d’occasion avec un bon prix Vente de voiture d’occasion avec le juste prix du marché, Dépôt de vente, Plusieurs solutions de financement de votre voiture, Jusqu’à 6 mois de garantie, Satisfait ou remboursé, Plusieurs formules d'assurance, Prise en charge des démarches administratives, Service après-vente, Reprise en moins de 2 heures, otoclic achetez et vendez votre voiture en toute confiance.",https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Renault_Megane_1_5_dCi_115_EDC_RS_Line_57303134.htm
77087588,57631019,Renault Megane Diesel Automatique 2020 à Marrakech,214000,DH,Marrakech,Centre Ville,"Marrakech, Centre Ville",Renault,Megane,2020,90572,Diesel,Automatique,6 CV,Excellent,WW au Maroc,Oui,5,,GLOBAL OCCAZ MARRAKECH,shop,0703176387,2026-05-24T10:51:42Z,"GLOBAL OCCAZ vous propose une MEGANE , un véhicule fiable et parfaitement entretenu, alliant style, confort et sécurité. Détails du véhicule : Marque : Renault Modèle : Megane Mise en circulation : 08/2020 Puissance fiscale : 6CV Boîte de vitesses : Automatique Énergie : Diesel Kilométrage : 90 572 Ce véhicule est prêt à prendre la route et vous garantit une expérience de conduite agréable, économique et sécurisée. Véhicule expertisé, contrôlé et garanti par GLOBAL OCCAZ. Ne laissez pas passer cette opportunité Contactez-nous dès maintenant pour réserver un essai ou obtenir plus d’informations.",https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Renault_Megane_Diesel_Automatique_2020_à_Marrakech_57631019.htm
77447597,57965612,VOLKSWAGEN T ROC DWN 2023,235000,DH,Meknès,Zitoune,"Meknès, Zitoune",Volkswagen,T-Roc,2019,170,Diesel,Manuelle,6 CV,Excellent,Dédouanée,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",acf,private,0787622160,2026-05-24T10:52:02Z,"VOLKSWAGEN T-ROC DIESEL 1.6 6CV MANUELLE 170KM MODÈLE 2019 MISE EN CIRCULATION 2023. PREMIÈRE MAIN, COMME NEUF. CLIMATISATION, RÉGULATEUR ET LIMITEUR DE VITESSE, VITRES ÉLECTRIQUES AVANT ET ARRIÈRE, FEUX AUTOMATIQUES, DÉTECTEUR DE PLUIE, ABS, RÉTROVISEURS ÉLECTRIQUES, JANTES ALUMINIUM, CAMÉRA DE RECUL, RADAR ARRIÈRE, ÉCRAN GPS.",https://www.avito.ma/fr/zitoune/voitures_d_occasion/VOLKSWAGEN_T_ROC_DWN_2023_57965612.htm
